Metro,datetime,term_Fire,term_Water Damage,term_Smoke,term_Wildfire,term_Flooding
ColumbiaMO,2017-04-01,64,12,24,0,0
Manhattan,2017-04-01,75,3,22,0,0
Topeka,2017-04-01,75,3,22,0,0
Wichita,2017-04-01,73,6,20,1,0
Little Rock-North Little Rock-Conway,2017-04-01,70,12,18,0,0
Fayetteville-Springdale-Rogers,2017-04-01,57,17,24,1,1
Oklahoma City,2017-04-01,76,3,21,0,0
Dallas-Fort Worth-Arlington,2017-04-01,75,2,22,1,0
Tyler,2017-04-01,80,1,19,0,0
Killeen-Temple,2017-04-01,67,4,28,1,0
Houston-The Woodlands-Sugar Land,2017-04-01,74,2,23,0,1
College Station-Bryan,2017-04-01,67,4,28,1,0
San Antonio-New Braunfels,2017-04-01,73,2,25,0,0
Brownsville-Harlingen,2017-04-01,75,2,23,0,0
Austin-Round Rock,2017-04-01,76,3,20,0,1
El Paso,2017-04-01,79,1,20,0,0
Denver-Aurora-Lakewood,2017-04-01,78,1,19,1,1
Boulder,2017-04-01,78,1,19,1,1
Colorado Springs,2017-04-01,80,0,15,3,2
Salt Lake City,2017-04-01,74,2,23,0,1
Ogden-Clearfield,2017-04-01,74,2,23,0,1
Phoenix-Mesa-Scottsdale,2017-04-01,77,1,21,0,1
Tucson,2017-04-01,81,0,16,0,3
Prescott,2017-04-01,77,1,21,0,1
Albuquerque,2017-04-01,73,1,25,1,0
Las Vegas-Henderson-Paradise,2017-04-01,77,1,21,1,0
Reno,2017-04-01,68,2,29,1,0
Los Angeles-Long Beach-Anaheim,2017-04-01,77,0,22,1,0
Riverside-San Bernardino-Ontario,2017-04-01,77,0,22,1,0
San Diego-Carlsbad,2017-04-01,79,0,20,0,1
Oxnard-Thousand Oaks-Ventura,2017-04-01,77,0,22,1,0
Bakersfield,2017-04-01,72,0,27,0,1
Salinas,2017-04-01,76,2,22,0,0
San Francisco-Oakland-Hayward,2017-04-01,77,1,21,1,0
San Jose-Sunnyvale-Santa Clara,2017-04-01,77,1,21,1,0
Stockton-Lodi,2017-04-01,79,1,20,0,0
Sacramento--Roseville--Arden-Arcade,2017-04-01,79,1,20,0,0
Chico,2017-04-01,80,0,20,0,0
Urban Honolulu,2017-04-01,74,2,23,1,0
Portland-Vancouver-Hillsboro,2017-04-01,80,1,19,0,0
Eugene,2017-04-01,78,0,20,2,0
Medford,2017-04-01,71,0,28,1,0
Seattle-Tacoma-Bellevue,2017-04-01,80,1,17,2,0
Spokane-Spokane Valley,2017-04-01,78,1,19,1,1
Anchorage,2017-04-01,79,1,20,0,0
Springfield,2017-05-01,79,0,21,0,0
Worcester,2017-05-01,81,1,18,0,0
Boston-Cambridge-Newton,2017-05-01,81,1,18,0,0
Providence-Warwick,2017-05-01,83,2,15,0,0
Manchester-Nashua,2017-05-01,81,1,18,0,0
Concord,2017-05-01,81,1,18,0,0
Portland-South Portland,2017-05-01,79,1,20,0,0
Lewiston-Auburn,2017-05-01,79,1,20,0,0
Bangor,2017-05-01,86,0,14,0,0
Augusta-Waterville,2017-05-01,79,1,17,3,0
Hartford-West Hartford-East Hartford,2017-05-01,81,2,17,0,0
Norwich-New London,2017-05-01,81,2,17,0,0
New Haven-Milford,2017-05-01,81,2,17,0,0
Bridgeport-Stamford-Norwalk,2017-05-01,81,2,17,0,0
Torrington,2017-05-01,81,2,17,0,0
New York-Newark-Jersey City,2017-05-01,79,2,18,1,0
Albany-Schenectady-Troy,2017-05-01,80,3,17,0,0
Kingston,2017-05-01,80,3,17,0,0
Syracuse,2017-05-01,81,5,14,0,0
Utica-Rome,2017-05-01,78,4,18,0,0
Watertown-Fort Drum,2017-05-01,85,4,11,0,0
Binghamton,2017-05-01,79,6,15,0,0
Batavia,2017-05-01,73,10,17,0,0
Buffalo-Cheektowaga-Niagara Falls,2017-05-01,78,4,17,1,0
Rochester,2017-05-01,73,10,17,0,0
Jamestown-Dunkirk-Fredonia,2017-05-01,82,4,12,0,2
Ithaca,2017-05-01,78,5,16,1,0
Pittsburgh,2017-05-01,81,0,18,0,1
Warren,2017-05-01,82,4,12,0,2
Erie,2017-05-01,82,4,12,0,2
Harrisburg-Carlisle,2017-05-01,85,2,13,0,0
Lancaster,2017-05-01,85,2,13,0,0
York-Hanover,2017-05-01,85,2,13,0,0
Williamsport,2017-05-01,79,1,20,0,0
Allentown-Bethlehem-Easton,2017-05-01,79,1,20,0,0
Philadelphia-Camden-Wilmington,2017-05-01,84,1,15,0,0
Washington-Arlington-Alexandria,2017-05-01,80,2,17,0,1
Baltimore-Columbia-Towson,2017-05-01,84,2,14,0,0
Charlottesville,2017-05-01,84,2,13,1,0
Richmond,2017-05-01,76,1,23,0,0
Virginia Beach-Norfolk-Newport News,2017-05-01,78,1,21,0,0
Wheeling,2017-05-01,77,1,22,0,0
Morgantown,2017-05-01,73,2,25,0,0
Raleigh,2017-05-01,81,2,17,0,0
Durham-Chapel Hill,2017-05-01,81,2,17,0,0
Charlotte-Concord-Gastonia,2017-05-01,78,1,21,0,0
ColumbiaSC,2017-05-01,77,3,19,0,1
Charleston-North Charleston,2017-05-01,77,2,20,1,0
Greenville-Anderson-Mauldin,2017-05-01,77,2,19,2,0
Atlanta-Sandy Springs-Roswell,2017-05-01,74,2,23,1,0
Athens-Clarke County,2017-05-01,75,4,16,1,4
Savannah,2017-05-01,82,1,15,1,1
Jacksonville,2017-05-01,76,0,19,0,5
Orlando-Kissimmee-Sanford,2017-05-01,79,1,19,0,1
Palm Bay-Melbourne-Titusville,2017-05-01,79,1,19,0,1
Miami-Fort Lauderdale-West Palm Beach,2017-05-01,75,1,23,1,0
Tampa-St. Petersburg-Clearwater,2017-05-01,77,1,19,1,2
Cape Coral-Fort Myers,2017-05-01,80,3,15,1,1
North Port-Sarasota-Bradenton,2017-05-01,77,1,19,1,2
Clarksville,2017-05-01,74,6,19,1,0
Nashville-Davidson--Murfreesboro--Franklin,2017-05-01,74,6,19,1,0
Memphis,2017-05-01,71,13,16,0,0
Lexington-Fayette,2017-05-01,83,0,15,2,0
Columbus,2017-05-01,82,2,16,0,0
Cleveland-Elyria,2017-05-01,83,2,15,0,0
Canton-Massillon,2017-05-01,83,2,15,0,0
Cincinnati,2017-05-01,80,2,16,1,1
Dayton,2017-05-01,81,2,17,0,0
Findlay,2017-05-01,88,0,12,0,0
Indianapolis-Carmel-Anderson,2017-05-01,75,8,17,0,0
Chicago-Naperville-Elgin,2017-05-01,74,4,18,0,4
Bloomington,2017-05-01,75,8,17,0,0
Detroit-Warren-Dearborn,2017-05-01,79,1,20,0,0
Dubuque,2017-05-01,81,5,14,0,0
Milwaukee-Waukesha-West Allis,2017-05-01,80,2,17,1,0
Racine,2017-05-01,80,2,17,1,0
Madison,2017-05-01,76,5,18,0,1
Manitowoc,2017-05-01,82,1,17,0,0
La Crosse-Onalaska,2017-05-01,78,4,15,0,3
Oshkosh-Neenah,2017-05-01,82,1,17,0,0
Minneapolis-St. Paul-Bloomington,2017-05-01,78,2,18,1,1
Fargo,2017-05-01,85,1,13,0,1
Helena,2017-05-01,100,0,0,0,0
Bozeman,2017-05-01,80,0,18,0,2
Missoula,2017-05-01,84,0,16,0,0
Kalispell,2017-05-01,84,0,16,0,0
Rockford,2017-05-01,77,3,20,0,0
St. Louis,2017-05-01,55,29,16,0,0
Kansas City,2017-05-01,67,12,20,1,0
Joplin,2017-05-01,63,16,21,0,0
ColumbiaMO,2017-05-01,56,20,24,0,0
Manhattan,2017-05-01,72,6,21,0,1
Topeka,2017-05-01,72,6,21,0,1
Wichita,2017-05-01,69,9,22,0,0
Little Rock-North Little Rock-Conway,2017-05-01,64,20,16,0,0
Fayetteville-Springdale-Rogers,2017-05-01,64,12,24,0,0
Oklahoma City,2017-05-01,76,4,19,0,1
Dallas-Fort Worth-Arlington,2017-05-01,75,4,21,0,0
Tyler,2017-05-01,79,1,20,0,0
Killeen-Temple,2017-05-01,76,2,21,1,0
Houston-The Woodlands-Sugar Land,2017-05-01,72,3,23,2,0
College Station-Bryan,2017-05-01,76,2,21,1,0
San Antonio-New Braunfels,2017-05-01,74,2,23,1,0
Brownsville-Harlingen,2017-05-01,67,5,27,1,0
Austin-Round Rock,2017-05-01,76,2,20,1,1
El Paso,2017-05-01,72,1,25,1,1
Denver-Aurora-Lakewood,2017-05-01,80,2,17,1,0
Boulder,2017-05-01,80,2,17,1,0
Colorado Springs,2017-05-01,75,2,21,1,1
Salt Lake City,2017-05-01,75,3,22,0,0
Ogden-Clearfield,2017-05-01,75,3,22,0,0
Phoenix-Mesa-Scottsdale,2017-05-01,72,1,23,1,3
Tucson,2017-05-01,79,2,17,0,2
Prescott,2017-05-01,72,1,23,1,3
Albuquerque,2017-05-01,78,1,20,0,1
Las Vegas-Henderson-Paradise,2017-05-01,75,1,24,0,0
Reno,2017-05-01,72,5,23,0,0
Los Angeles-Long Beach-Anaheim,2017-05-01,79,1,19,1,0
Riverside-San Bernardino-Ontario,2017-05-01,79,1,19,1,0
San Diego-Carlsbad,2017-05-01,81,1,18,0,0
Oxnard-Thousand Oaks-Ventura,2017-05-01,79,1,19,1,0
Bakersfield,2017-05-01,81,0,19,0,0
Salinas,2017-05-01,80,1,19,0,0
San Francisco-Oakland-Hayward,2017-05-01,79,2,19,0,0
San Jose-Sunnyvale-Santa Clara,2017-05-01,79,2,19,0,0
Stockton-Lodi,2017-05-01,78,1,19,1,1
Sacramento--Roseville--Arden-Arcade,2017-05-01,78,1,19,1,1
Chico,2017-05-01,89,1,10,0,0
Urban Honolulu,2017-05-01,80,3,16,1,0
Portland-Vancouver-Hillsboro,2017-05-01,80,1,18,1,0
Eugene,2017-05-01,81,0,19,0,0
Medford,2017-05-01,75,2,21,1,1
Seattle-Tacoma-Bellevue,2017-05-01,78,2,19,1,0
Spokane-Spokane Valley,2017-05-01,78,2,19,1,0
Anchorage,2017-05-01,77,1,22,0,0
Springfield,2017-06-01,88,0,12,0,0
Worcester,2017-06-01,83,0,17,0,0
Boston-Cambridge-Newton,2017-06-01,83,0,17,0,0
Providence-Warwick,2017-06-01,82,0,17,1,0
Manchester-Nashua,2017-06-01,83,0,17,0,0
Concord,2017-06-01,83,0,17,0,0
Portland-South Portland,2017-06-01,82,0,18,0,0
Lewiston-Auburn,2017-06-01,82,0,18,0,0
Bangor,2017-06-01,87,0,13,0,0
Augusta-Waterville,2017-06-01,81,1,18,0,0
Hartford-West Hartford-East Hartford,2017-06-01,81,1,18,0,0
Norwich-New London,2017-06-01,81,1,18,0,0
New Haven-Milford,2017-06-01,81,1,18,0,0
Bridgeport-Stamford-Norwalk,2017-06-01,81,1,18,0,0
Torrington,2017-06-01,81,1,18,0,0
New York-Newark-Jersey City,2017-06-01,82,1,16,1,0
Albany-Schenectady-Troy,2017-06-01,81,3,16,0,0
Kingston,2017-06-01,81,3,16,0,0
Syracuse,2017-06-01,82,5,13,0,0
Utica-Rome,2017-06-01,82,8,7,0,3
Watertown-Fort Drum,2017-06-01,82,4,14,0,0
Binghamton,2017-06-01,84,0,15,0,1
Batavia,2017-06-01,78,3,19,0,0
Buffalo-Cheektowaga-Niagara Falls,2017-06-01,80,1,18,0,1
Rochester,2017-06-01,78,3,19,0,0
Jamestown-Dunkirk-Fredonia,2017-06-01,79,4,17,0,0
Ithaca,2017-06-01,78,0,22,0,0
Pittsburgh,2017-06-01,78,5,17,0,0
Warren,2017-06-01,79,4,17,0,0
Erie,2017-06-01,79,4,17,0,0
Harrisburg-Carlisle,2017-06-01,82,1,17,0,0
Lancaster,2017-06-01,82,1,17,0,0
York-Hanover,2017-06-01,82,1,17,0,0
Williamsport,2017-06-01,83,0,17,0,0
Allentown-Bethlehem-Easton,2017-06-01,83,0,17,0,0
Philadelphia-Camden-Wilmington,2017-06-01,82,1,17,0,0
Washington-Arlington-Alexandria,2017-06-01,80,1,18,0,1
Baltimore-Columbia-Towson,2017-06-01,85,0,15,0,0
Charlottesville,2017-06-01,78,0,17,5,0
Richmond,2017-06-01,78,1,19,1,1
Virginia Beach-Norfolk-Newport News,2017-06-01,79,1,20,0,0
Wheeling,2017-06-01,73,4,21,0,2
Morgantown,2017-06-01,62,2,36,0,0
Raleigh,2017-06-01,79,1,20,0,0
Durham-Chapel Hill,2017-06-01,79,1,20,0,0
Charlotte-Concord-Gastonia,2017-06-01,74,2,24,0,0
ColumbiaSC,2017-06-01,78,1,20,1,0
Charleston-North Charleston,2017-06-01,80,2,17,1,0
Greenville-Anderson-Mauldin,2017-06-01,77,0,23,0,0
Atlanta-Sandy Springs-Roswell,2017-06-01,78,1,21,0,0
Athens-Clarke County,2017-06-01,82,0,17,0,1
Savannah,2017-06-01,78,0,22,0,0
Jacksonville,2017-06-01,80,1,19,0,0
Orlando-Kissimmee-Sanford,2017-06-01,78,2,20,0,0
Palm Bay-Melbourne-Titusville,2017-06-01,78,2,20,0,0
Miami-Fort Lauderdale-West Palm Beach,2017-06-01,73,4,22,1,0
Tampa-St. Petersburg-Clearwater,2017-06-01,80,1,18,1,0
Cape Coral-Fort Myers,2017-06-01,77,3,20,0,0
North Port-Sarasota-Bradenton,2017-06-01,80,1,18,1,0
Clarksville,2017-06-01,78,1,20,1,0
Nashville-Davidson--Murfreesboro--Franklin,2017-06-01,78,1,20,1,0
Memphis,2017-06-01,79,3,16,2,0
Lexington-Fayette,2017-06-01,84,3,13,0,0
Columbus,2017-06-01,81,1,17,0,1
Cleveland-Elyria,2017-06-01,80,2,18,0,0
Canton-Massillon,2017-06-01,80,2,18,0,0
Cincinnati,2017-06-01,81,1,17,0,1
Dayton,2017-06-01,82,0,18,0,0
Findlay,2017-06-01,84,0,16,0,0
Indianapolis-Carmel-Anderson,2017-06-01,77,2,21,0,0
Chicago-Naperville-Elgin,2017-06-01,78,0,19,0,3
Bloomington,2017-06-01,77,2,21,0,0
Detroit-Warren-Dearborn,2017-06-01,78,2,20,0,0
Dubuque,2017-06-01,83,3,13,0,1
Milwaukee-Waukesha-West Allis,2017-06-01,80,1,18,0,1
Racine,2017-06-01,80,1,18,0,1
Madison,2017-06-01,83,1,16,0,0
Manitowoc,2017-06-01,75,2,22,1,0
La Crosse-Onalaska,2017-06-01,82,1,15,1,1
Oshkosh-Neenah,2017-06-01,75,2,22,1,0
Minneapolis-St. Paul-Bloomington,2017-06-01,78,0,20,1,1
Fargo,2017-06-01,82,0,17,0,1
Helena,2017-06-01,82,0,9,0,9
Bozeman,2017-06-01,83,0,13,0,4
Missoula,2017-06-01,79,2,18,1,0
Kalispell,2017-06-01,79,2,18,1,0
Rockford,2017-06-01,75,5,17,0,3
St. Louis,2017-06-01,75,2,22,0,1
Kansas City,2017-06-01,73,1,25,0,1
Joplin,2017-06-01,64,6,26,0,4
ColumbiaMO,2017-06-01,69,1,29,0,1
Manhattan,2017-06-01,76,0,24,0,0
Topeka,2017-06-01,76,0,24,0,0
Wichita,2017-06-01,79,1,19,1,0
Little Rock-North Little Rock-Conway,2017-06-01,80,2,17,1,0
Fayetteville-Springdale-Rogers,2017-06-01,74,1,24,1,0
Oklahoma City,2017-06-01,81,1,17,0,1
Dallas-Fort Worth-Arlington,2017-06-01,75,2,22,1,0
Tyler,2017-06-01,72,0,27,0,1
Killeen-Temple,2017-06-01,83,0,17,0,0
Houston-The Woodlands-Sugar Land,2017-06-01,75,3,22,0,0
College Station-Bryan,2017-06-01,83,0,17,0,0
San Antonio-New Braunfels,2017-06-01,72,1,26,1,0
Brownsville-Harlingen,2017-06-01,79,0,20,0,1
Austin-Round Rock,2017-06-01,78,1,19,1,1
El Paso,2017-06-01,73,0,26,0,1
Denver-Aurora-Lakewood,2017-06-01,80,0,18,0,2
Boulder,2017-06-01,80,0,18,0,2
Colorado Springs,2017-06-01,75,1,21,1,2
Salt Lake City,2017-06-01,86,0,12,0,2
Ogden-Clearfield,2017-06-01,86,0,12,0,2
Phoenix-Mesa-Scottsdale,2017-06-01,84,0,13,0,3
Tucson,2017-06-01,80,0,17,0,3
Prescott,2017-06-01,84,0,13,0,3
Albuquerque,2017-06-01,82,1,15,0,2
Las Vegas-Henderson-Paradise,2017-06-01,82,0,17,0,1
Reno,2017-06-01,85,2,12,0,1
Los Angeles-Long Beach-Anaheim,2017-06-01,85,0,14,0,1
Riverside-San Bernardino-Ontario,2017-06-01,85,0,14,0,1
San Diego-Carlsbad,2017-06-01,84,0,15,0,1
Oxnard-Thousand Oaks-Ventura,2017-06-01,85,0,14,0,1
Bakersfield,2017-06-01,83,0,17,0,0
Salinas,2017-06-01,81,0,19,0,0
San Francisco-Oakland-Hayward,2017-06-01,82,1,16,0,1
San Jose-Sunnyvale-Santa Clara,2017-06-01,82,1,16,0,1
Stockton-Lodi,2017-06-01,82,0,17,1,0
Sacramento--Roseville--Arden-Arcade,2017-06-01,82,0,17,1,0
Chico,2017-06-01,84,0,15,1,0
Urban Honolulu,2017-06-01,79,0,20,1,0
Portland-Vancouver-Hillsboro,2017-06-01,83,1,15,0,1
Eugene,2017-06-01,80,0,20,0,0
Medford,2017-06-01,85,0,13,0,2
Seattle-Tacoma-Bellevue,2017-06-01,81,0,18,0,1
Spokane-Spokane Valley,2017-06-01,76,0,19,1,4
Anchorage,2017-06-01,80,0,16,1,3
Springfield,2017-07-01,83,0,17,0,0
Worcester,2017-07-01,80,2,18,0,0
Boston-Cambridge-Newton,2017-07-01,80,2,18,0,0
Providence-Warwick,2017-07-01,77,1,22,0,0
Manchester-Nashua,2017-07-01,80,2,18,0,0
Concord,2017-07-01,80,2,18,0,0
Portland-South Portland,2017-07-01,79,2,19,0,0
Lewiston-Auburn,2017-07-01,79,2,19,0,0
Bangor,2017-07-01,82,0,18,0,0
Augusta-Waterville,2017-07-01,79,1,19,1,0
Hartford-West Hartford-East Hartford,2017-07-01,82,2,16,0,0
Norwich-New London,2017-07-01,82,2,16,0,0
New Haven-Milford,2017-07-01,82,2,16,0,0
Bridgeport-Stamford-Norwalk,2017-07-01,82,2,16,0,0
Torrington,2017-07-01,82,2,16,0,0
New York-Newark-Jersey City,2017-07-01,81,1,17,1,0
Albany-Schenectady-Troy,2017-07-01,81,3,16,0,0
Kingston,2017-07-01,81,3,16,0,0
Syracuse,2017-07-01,70,10,20,0,0
Utica-Rome,2017-07-01,66,19,15,0,0
Watertown-Fort Drum,2017-07-01,78,5,17,0,0
Binghamton,2017-07-01,74,9,17,0,0
Batavia,2017-07-01,73,3,23,0,1
Buffalo-Cheektowaga-Niagara Falls,2017-07-01,77,4,19,0,0
Rochester,2017-07-01,73,3,23,0,1
Jamestown-Dunkirk-Fredonia,2017-07-01,83,0,13,4,0
Ithaca,2017-07-01,77,10,13,0,0
Pittsburgh,2017-07-01,78,4,18,0,0
Warren,2017-07-01,83,0,13,4,0
Erie,2017-07-01,83,0,13,4,0
Harrisburg-Carlisle,2017-07-01,82,3,14,0,1
Lancaster,2017-07-01,82,3,14,0,1
York-Hanover,2017-07-01,82,3,14,0,1
Williamsport,2017-07-01,83,4,13,0,0
Allentown-Bethlehem-Easton,2017-07-01,83,4,13,0,0
Philadelphia-Camden-Wilmington,2017-07-01,82,2,16,0,0
Washington-Arlington-Alexandria,2017-07-01,80,2,17,0,1
Baltimore-Columbia-Towson,2017-07-01,80,3,16,1,0
Charlottesville,2017-07-01,78,2,19,1,0
Richmond,2017-07-01,81,2,16,1,0
Virginia Beach-Norfolk-Newport News,2017-07-01,77,1,22,0,0
Wheeling,2017-07-01,68,20,11,0,1
Morgantown,2017-07-01,73,10,17,0,0
Raleigh,2017-07-01,80,0,19,1,0
Durham-Chapel Hill,2017-07-01,80,0,19,1,0
Charlotte-Concord-Gastonia,2017-07-01,80,2,18,0,0
ColumbiaSC,2017-07-01,79,2,19,0,0
Charleston-North Charleston,2017-07-01,78,0,22,0,0
Greenville-Anderson-Mauldin,2017-07-01,74,1,25,0,0
Atlanta-Sandy Springs-Roswell,2017-07-01,78,1,20,1,0
Athens-Clarke County,2017-07-01,79,2,18,1,0
Savannah,2017-07-01,78,1,20,1,0
Jacksonville,2017-07-01,76,1,23,0,0
Orlando-Kissimmee-Sanford,2017-07-01,77,1,21,1,0
Palm Bay-Melbourne-Titusville,2017-07-01,77,1,21,1,0
Miami-Fort Lauderdale-West Palm Beach,2017-07-01,75,1,23,1,0
Tampa-St. Petersburg-Clearwater,2017-07-01,79,2,18,1,0
Cape Coral-Fort Myers,2017-07-01,72,4,23,1,0
North Port-Sarasota-Bradenton,2017-07-01,79,2,18,1,0
Clarksville,2017-07-01,78,2,20,0,0
Nashville-Davidson--Murfreesboro--Franklin,2017-07-01,78,2,20,0,0
Memphis,2017-07-01,78,1,21,0,0
Lexington-Fayette,2017-07-01,77,2,21,0,0
Columbus,2017-07-01,78,4,18,0,0
Cleveland-Elyria,2017-07-01,80,3,17,0,0
Canton-Massillon,2017-07-01,80,3,17,0,0
Cincinnati,2017-07-01,79,2,19,0,0
Dayton,2017-07-01,80,3,16,1,0
Findlay,2017-07-01,67,10,20,0,3
Indianapolis-Carmel-Anderson,2017-07-01,78,4,17,1,0
Chicago-Naperville-Elgin,2017-07-01,70,11,17,0,2
Bloomington,2017-07-01,78,4,17,1,0
Detroit-Warren-Dearborn,2017-07-01,78,1,21,0,0
Dubuque,2017-07-01,71,4,24,0,1
Milwaukee-Waukesha-West Allis,2017-07-01,69,12,18,0,1
Racine,2017-07-01,69,12,18,0,1
Madison,2017-07-01,74,8,17,0,1
Manitowoc,2017-07-01,80,6,14,0,0
La Crosse-Onalaska,2017-07-01,73,13,12,1,1
Oshkosh-Neenah,2017-07-01,80,6,14,0,0
Minneapolis-St. Paul-Bloomington,2017-07-01,77,1,21,1,0
Fargo,2017-07-01,76,0,19,0,5
Helena,2017-07-01,86,0,5,0,9
Bozeman,2017-07-01,81,0,14,0,5
Missoula,2017-07-01,87,1,7,0,5
Kalispell,2017-07-01,87,1,7,0,5
Rockford,2017-07-01,68,19,11,2,0
St. Louis,2017-07-01,74,2,23,0,1
Kansas City,2017-07-01,73,6,20,0,1
Joplin,2017-07-01,75,5,17,3,0
ColumbiaMO,2017-07-01,70,2,28,0,0
Manhattan,2017-07-01,70,7,23,0,0
Topeka,2017-07-01,70,7,23,0,0
Wichita,2017-07-01,73,2,25,0,0
Little Rock-North Little Rock-Conway,2017-07-01,78,1,21,0,0
Fayetteville-Springdale-Rogers,2017-07-01,76,1,22,0,1
Oklahoma City,2017-07-01,77,3,19,1,0
Dallas-Fort Worth-Arlington,2017-07-01,77,1,20,1,1
Tyler,2017-07-01,79,0,21,0,0
Killeen-Temple,2017-07-01,74,1,24,0,1
Houston-The Woodlands-Sugar Land,2017-07-01,73,1,24,1,1
College Station-Bryan,2017-07-01,74,1,24,0,1
San Antonio-New Braunfels,2017-07-01,73,1,25,1,0
Brownsville-Harlingen,2017-07-01,77,0,23,0,0
Austin-Round Rock,2017-07-01,77,2,19,1,1
El Paso,2017-07-01,72,1,27,0,0
Denver-Aurora-Lakewood,2017-07-01,82,1,14,0,3
Boulder,2017-07-01,82,1,14,0,3
Colorado Springs,2017-07-01,83,1,14,0,2
Salt Lake City,2017-07-01,83,1,14,0,2
Ogden-Clearfield,2017-07-01,83,1,14,0,2
Phoenix-Mesa-Scottsdale,2017-07-01,78,2,18,1,1
Tucson,2017-07-01,84,1,14,0,1
Prescott,2017-07-01,78,2,18,1,1
Albuquerque,2017-07-01,80,0,20,0,0
Las Vegas-Henderson-Paradise,2017-07-01,71,1,26,0,2
Reno,2017-07-01,87,0,10,0,3
Los Angeles-Long Beach-Anaheim,2017-07-01,83,0,16,0,1
Riverside-San Bernardino-Ontario,2017-07-01,83,0,16,0,1
San Diego-Carlsbad,2017-07-01,82,1,16,0,1
Oxnard-Thousand Oaks-Ventura,2017-07-01,83,0,16,0,1
Bakersfield,2017-07-01,83,0,15,1,1
Salinas,2017-07-01,87,0,12,0,1
San Francisco-Oakland-Hayward,2017-07-01,85,1,13,0,1
San Jose-Sunnyvale-Santa Clara,2017-07-01,85,1,13,0,1
Stockton-Lodi,2017-07-01,88,0,11,0,1
Sacramento--Roseville--Arden-Arcade,2017-07-01,88,0,11,0,1
Chico,2017-07-01,92,0,7,0,1
Urban Honolulu,2017-07-01,86,0,14,0,0
Portland-Vancouver-Hillsboro,2017-07-01,81,1,15,1,2
Eugene,2017-07-01,83,0,14,0,3
Medford,2017-07-01,89,0,11,0,0
Seattle-Tacoma-Bellevue,2017-07-01,79,1,17,1,2
Spokane-Spokane Valley,2017-07-01,79,1,15,0,5
Anchorage,2017-07-01,74,1,21,0,4
Springfield,2017-08-01,77,3,20,0,0
Worcester,2017-08-01,75,9,16,0,0
Boston-Cambridge-Newton,2017-08-01,75,9,16,0,0
Providence-Warwick,2017-08-01,75,6,19,0,0
Manchester-Nashua,2017-08-01,75,9,16,0,0
Concord,2017-08-01,75,9,16,0,0
Portland-South Portland,2017-08-01,72,9,18,1,0
Lewiston-Auburn,2017-08-01,72,9,18,1,0
Bangor,2017-08-01,73,7,19,0,1
Augusta-Waterville,2017-08-01,81,7,11,0,1
Hartford-West Hartford-East Hartford,2017-08-01,71,10,19,0,0
Norwich-New London,2017-08-01,71,10,19,0,0
New Haven-Milford,2017-08-01,71,10,19,0,0
Bridgeport-Stamford-Norwalk,2017-08-01,71,10,19,0,0
Torrington,2017-08-01,71,10,19,0,0
New York-Newark-Jersey City,2017-08-01,73,8,18,1,0
Albany-Schenectady-Troy,2017-08-01,73,9,18,0,0
Kingston,2017-08-01,73,9,18,0,0
Syracuse,2017-08-01,71,11,17,1,0
Utica-Rome,2017-08-01,76,5,19,0,0
Watertown-Fort Drum,2017-08-01,79,3,18,0,0
Binghamton,2017-08-01,76,5,17,0,2
Batavia,2017-08-01,74,7,18,1,0
Buffalo-Cheektowaga-Niagara Falls,2017-08-01,73,9,18,0,0
Rochester,2017-08-01,74,7,18,1,0
Jamestown-Dunkirk-Fredonia,2017-08-01,74,6,19,0,1
Ithaca,2017-08-01,77,19,4,0,0
Pittsburgh,2017-08-01,74,10,16,0,0
Warren,2017-08-01,74,6,19,0,1
Erie,2017-08-01,74,6,19,0,1
Harrisburg-Carlisle,2017-08-01,75,10,14,0,1
Lancaster,2017-08-01,75,10,14,0,1
York-Hanover,2017-08-01,75,10,14,0,1
Williamsport,2017-08-01,74,12,14,0,0
Allentown-Bethlehem-Easton,2017-08-01,74,12,14,0,0
Philadelphia-Camden-Wilmington,2017-08-01,75,9,16,0,0
Washington-Arlington-Alexandria,2017-08-01,72,11,16,0,1
Baltimore-Columbia-Towson,2017-08-01,75,11,14,0,0
Charlottesville,2017-08-01,71,13,14,0,2
Richmond,2017-08-01,70,12,18,0,0
Virginia Beach-Norfolk-Newport News,2017-08-01,68,12,19,1,0
Wheeling,2017-08-01,69,22,9,0,0
Morgantown,2017-08-01,43,24,33,0,0
Raleigh,2017-08-01,73,10,17,0,0
Durham-Chapel Hill,2017-08-01,73,10,17,0,0
Charlotte-Concord-Gastonia,2017-08-01,70,10,20,0,0
ColumbiaSC,2017-08-01,75,8,16,1,0
Charleston-North Charleston,2017-08-01,74,8,17,1,0
Greenville-Anderson-Mauldin,2017-08-01,68,10,21,0,1
Atlanta-Sandy Springs-Roswell,2017-08-01,68,12,19,1,0
Athens-Clarke County,2017-08-01,67,7,26,0,0
Savannah,2017-08-01,63,11,26,0,0
Jacksonville,2017-08-01,68,12,19,1,0
Orlando-Kissimmee-Sanford,2017-08-01,69,11,20,0,0
Palm Bay-Melbourne-Titusville,2017-08-01,69,11,20,0,0
Miami-Fort Lauderdale-West Palm Beach,2017-08-01,68,12,19,1,0
Tampa-St. Petersburg-Clearwater,2017-08-01,69,14,16,1,0
Cape Coral-Fort Myers,2017-08-01,59,24,16,1,0
North Port-Sarasota-Bradenton,2017-08-01,69,14,16,1,0
